month,year,quarter,artist,genre,country,region,total_streams,premium_streams,free_streams,premium_revenue_usd,ad_revenue_usd,total_revenue_usd,saves,playlist_adds,skip_rate,popularity_score,artist_trend
2022-01,2022,Q1,Coldplay,Rock,India,Asia,2146605,472253,1674352,0.96,2533.5,2534.46,166953,62985,0.298,52,Stable
2022-01,2022,Q1,Frank Ocean,R&B,India,Asia,2106893,463516,1643377,0.82,1651.87,1652.69,122787,64485,0.24,69,Rising
2022-01,2022,Q1,Martin Garrix,Electronic,India,Asia,5358698,1178913,4179785,2.59,11703.59,11706.18,220806,104359,0.291,100,Rising
2022-01,2022,Q1,Paramore,Rock,India,Asia,3736689,822071,2914618,1.72,3471.52,3473.24,214603,104891,0.238,70,Stable
2022-01,2022,Q1,Olivia Rodrigo,Pop,Indonesia,Asia,5544131,1108826,4435305,2.74,9184.26,9187.0,170242,124692,0.142,100,Rising
2022-01,2022,Q1,H.E.R.,R&B,Indonesia,Asia,366258,73251,293007,0.18,641.38,641.56,18241,18133,0.117,63,Rising
2022-01,2022,Q1,Martin Garrix,Electronic,Indonesia,Asia,5879047,1175809,4703238,2.88,11518.39,11521.27,123161,139001,0.301,100,Rising
2022-01,2022,Q1,Harry Styles,Pop,Indonesia,Asia,4352713,870542,3482171,2.02,4035.27,4037.29,109425,199213,0.132,100,Stable
2022-01,2022,Q1,Post Malone,Hip-Hop,Indonesia,Asia,4185972,837194,3348778,2.16,6311.84,6314.0,292648,153977,0.099,91,Declining
2022-01,2022,Q1,Brent Faiyaz,R&B,Indonesia,Asia,278371,55674,222697,0.14,460.07,460.21,10984,6491,0.261,59,Rising
2022-01,2022,Q1,Dua Lipa,Pop,Indonesia,Asia,2229666,445933,1783733,1.28,3376.08,3377.36,89218,74067,0.104,100,Rising
2022-01,2022,Q1,Davido,Afrobeats,Indonesia,Asia,4619530,923906,3695624,2.33,4410.18,4412.51,217220,185920,0.174,91,Rising
2022-01,2022,Q1,Newjeans,K-Pop,Argentina,Latam,1571251,502800,1068451,1.6,1324.51,1326.11,123264,16971,0.279,74,Stable
2022-01,2022,Q1,21 Savage,Hip-Hop,Argentina,Latam,3350412,1072131,2278281,3.55,5119.69,5123.24,84924,134722,0.114,100,Declining
2022-01,2022,Q1,Lil Baby,Hip-Hop,Argentina,Latam,3035268,971285,2063983,2.75,3315.29,3318.04,108622,74077,0.104,100,Declining
2022-01,2022,Q1,Fred Again..,Electronic,Argentina,Latam,304849,97551,207298,0.31,392.71,393.02,17082,9336,0.328,54,Declining
2022-01,2022,Q1,Stray Kids,K-Pop,Argentina,Latam,1714700,548704,1165996,1.65,3336.14,3337.79,46266,73214,0.183,83,Declining
2022-01,2022,Q1,Nicki Minaj,Hip-Hop,Argentina,Latam,2457323,786343,1670980,2.31,2379.42,2381.73,169860,56275,0.086,100,Stable
2022-01,2022,Q1,Arctic Monkeys,Rock,Argentina,Latam,1485949,475503,1010446,1.79,2305.78,2307.57,103048,22736,0.313,100,Rising
2022-01,2022,Q1,Ed Sheeran,Pop,Argentina,Latam,1019640,326284,693356,1.18,1133.68,1134.86,78683,43852,0.26,100,Rising
2022-01,2022,Q1,Imagine Dragons,Rock,Chile,Latam,1168031,397130,770901,1.23,2255.83,2257.06,61872,56804,0.197,82,Stable
2022-01,2022,Q1,Blackpink,K-Pop,Chile,Latam,363560,123610,239950,0.4,648.56,648.96,7278,3892,0.243,89,Rising
2022-01,2022,Q1,21 Savage,Hip-Hop,Chile,Latam,2499960,849986,1649974,2.69,2348.76,2351.45,122688,100423,0.247,92,Declining
2022-01,2022,Q1,Giveon,R&B,Chile,Latam,2612939,888399,1724540,2.7,4424.12,4426.82,93865,44709,0.267,79,Rising
2022-01,2022,Q1,Karol G,Latin,Chile,Latam,5940319,2019708,3920611,7.71,8744.68,8752.39,227961,207648,0.222,100,Rising
2022-01,2022,Q1,Travis Scott,Hip-Hop,Chile,Latam,4057514,1379554,2677960,4.74,3720.34,3725.08,170681,107788,0.303,100,Declining
2022-01,2022,Q1,The Weeknd,R&B/Pop,Chile,Latam,1409017,479065,929952,1.55,1178.81,1180.36,63567,58634,0.237,93,Rising
2022-01,2022,Q1,Disclosure,Electronic,Chile,Latam,1325046,450515,874531,1.49,2333.78,2335.27,76531,23790,0.097,62,Rising
2022-01,2022,Q1,Rauw Alejandro,Latin,Chile,Latam,4516773,1535702,2981071,5.44,5690.13,5695.57,319161,62888,0.212,100,Stable
2022-01,2022,Q1,Asake,Afrobeats,Chile,Latam,97314,33086,64228,0.12,168.37,168.49,5531,4319,0.186,29,Rising
2022-01,2022,Q1,Calvin Harris,Electronic,Chile,Latam,1862429,633225,1229204,2.4,2004.6,2007.0,114144,51224,0.149,64,Rising
2022-01,2022,Q1,Sza,R&B,Chile,Latam,1432446,487031,945415,1.84,2505.6,2507.44,71231,36461,0.202,64,Stable
2022-02,2022,Q1,Giveon,R&B,Netherlands,Europe,3328520,2263393,1065127,22.74,1385.03,1407.77,213844,101482,0.264,85,Rising
2022-02,2022,Q1,Harry Styles,Pop,Netherlands,Europe,8719260,5929096,2790164,62.06,7266.32,7328.38,229508,99598,0.217,100,Stable
2022-02,2022,Q1,Sza,R&B,Netherlands,Europe,2800842,1904572,896270,18.17,2284.87,2303.04,167160,48756,0.127,81,Stable
2022-02,2022,Q1,Disclosure,Electronic,Netherlands,Europe,5835430,3968092,1867338,36.85,1945.56,1982.41,145479,284269,0.16,100,Rising
2022-02,2022,Q1,Frank Ocean,R&B,Netherlands,Europe,775760,527516,248244,5.53,253.42,258.95,27403,15847,0.099,87,Rising
2022-02,2022,Q1,The Weeknd,R&B/Pop,Netherlands,Europe,2342771,1593084,749687,18.15,1947.26,1965.41,88016,115261,0.243,92,Rising
2022-02,2022,Q1,Brent Faiyaz,R&B,Netherlands,Europe,1388498,944178,444320,9.76,583.52,593.28,31413,20039,0.242,60,Rising
2022-02,2022,Q1,J Balvin,Latin,Netherlands,Europe,1558508,1059785,498723,10.39,1110.1,1120.49,119357,30589,0.113,60,Rising
2022-02,2022,Q1,Davido,Afrobeats,Netherlands,Europe,2315859,1574784,741075,18.06,1736.27,1754.33,90354,104609,0.15,91,Rising
2022-02,2022,Q1,Fred Again..,Electronic,Netherlands,Europe,4566298,3105082,1461216,30.65,3921.9,3952.55,290916,187482,0.257,100,Declining
2022-02,2022,Q1,21 Savage,Hip-Hop,Netherlands,Europe,1990416,1353482,636934,12.59,1324.26,1336.85,126743,28498,0.265,73,Declining
2022-02,2022,Q1,Travis Scott,Hip-Hop,United Kingdom,Europe,1312650,853222,459428,8.54,1231.91,1240.45,83967,41597,0.239,100,Declining
2022-02,2022,Q1,Arctic Monkeys,Rock,United Kingdom,Europe,8870639,5765915,3104724,51.58,3686.9,3738.48,484606,399937,0.197,100,Rising
2022-02,2022,Q1,Peso Pluma,Latin,United Kingdom,Europe,1516299,985594,530705,9.1,1301.78,1310.88,120558,21178,0.188,82,Rising
2022-02,2022,Q1,Ed Sheeran,Pop,United Kingdom,Europe,6154466,4000402,2154064,42.87,5665.7,5708.57,350181,230887,0.181,100,Rising
2022-02,2022,Q1,Rauw Alejandro,Latin,United Kingdom,Europe,3035812,1973277,1062535,21.26,1137.57,1158.83,196550,54945,0.339,90,Stable
2022-02,2022,Q1,Kendrick Lamar,Hip-Hop,United Kingdom,Europe,4232130,2750884,1481246,30.3,2874.56,2904.86,212127,63433,0.184,100,Rising
2022-02,2022,Q1,Lil Baby,Hip-Hop,United Kingdom,Europe,2681513,1742983,938530,17.9,1673.45,1691.35,120017,101427,0.081,80,Declining
2022-02,2022,Q1,Bts,K-Pop,United Kingdom,Europe,1600114,1040074,560040,10.04,1010.68,1020.72,115937,48650,0.275,68,Stable
2022-02,2022,Q1,21 Savage,Hip-Hop,United Kingdom,Europe,840459,546298,294161,4.73,580.44,585.17,47033,28647,0.086,77,Declining
2022-02,2022,Q1,Peso Pluma,Latin,Germany,Europe,3567528,2497269,1070259,21.64,1785.7,1807.34,239359,136662,0.293,77,Rising
2022-02,2022,Q1,Coldplay,Rock,Germany,Europe,2752083,1926458,825625,18.25,1542.3,1560.55,69671,51806,0.242,100,Stable
2022-02,2022,Q1,The Weeknd,R&B/Pop,Germany,Europe,3758062,2630643,1127419,24.7,1518.59,1543.29,218919,112165,0.128,95,Rising
2022-02,2022,Q1,Harry Styles,Pop,Germany,Europe,3360973,2352681,1008292,22.68,2161.52,2184.2,185748,58410,0.178,100,Stable
2022-02,2022,Q1,Disclosure,Electronic,Germany,Europe,10189887,7132920,3056967,73.11,7322.48,7395.59,772159,420875,0.095,100,Rising
2022-02,2022,Q1,Arctic Monkeys,Rock,Germany,Europe,2340624,1638436,702188,16.18,1377.56,1393.74,107928,111165,0.271,100,Rising
2022-02,2022,Q1,Taylor Swift,Pop,Germany,Europe,9726227,6808358,2917869,67.94,5467.22,5535.16,620246,395084,0.123,100,Stable
2022-02,2022,Q1,Billie Eilish,Pop,Germany,Europe,5837336,4086135,1751201,46.0,3404.55,3450.55,121440,124392,0.092,100,Declining
2022-02,2022,Q1,Drake,Hip-Hop,Sweden,Europe,1682266,1211231,471035,14.25,706.12,720.37,61094,67923,0.201,93,Stable
2022-02,2022,Q1,Karol G,Latin,Sweden,Europe,1658847,1194369,464478,13.86,507.67,521.53,94856,53878,0.173,70,Rising
2022-02,2022,Q1,Stray Kids,K-Pop,Sweden,Europe,3072916,2212499,860417,25.99,897.97,923.96,183844,149146,0.231,83,Declining
2022-02,2022,Q1,Blackpink,K-Pop,Sweden,Europe,4571371,3291387,1279984,32.04,3150.86,3182.9,360579,92621,0.257,86,Rising
2022-02,2022,Q1,Nicki Minaj,Hip-Hop,Sweden,Europe,901071,648771,252300,6.42,730.17,736.59,70320,15607,0.086,100,Stable
2022-02,2022,Q1,J Balvin,Latin,Sweden,Europe,248636,179017,69619,1.98,145.52,147.5,19600,4748,0.189,65,Rising
2022-02,2022,Q1,Harry Styles,Pop,Sweden,Europe,562458,404969,157489,4.3,183.23,187.53,26715,16529,0.125,100,Stable
2022-02,2022,Q1,Brent Faiyaz,R&B,Sweden,Europe,502579,361856,140723,3.34,383.33,386.67,23927,20088,0.158,70,Rising
2022-02,2022,Q1,Bad Bunny,Latin,Sweden,Europe,3156036,2272345,883691,23.55,975.52,999.07,212012,56980,0.15,70,Stable
2022-02,2022,Q1,Bad Bunny,Latin,France,Europe,1390110,861868,528242,8.66,744.7,753.36,101019,62809,0.315,75,Stable
2022-02,2022,Q1,J. Cole,Hip-Hop,France,Europe,5373340,3331470,2041870,35.78,4320.52,4356.3,285597,73969,0.173,100,Stable
2022-02,2022,Q1,Bts,K-Pop,France,Europe,3044537,1887612,1156925,16.63,2676.62,2693.25,211066,76773,0.289,82,Stable
2022-02,2022,Q1,Burna Boy,Afrobeats,France,Europe,1826408,1132372,694036,10.59,1794.58,1805.17,99823,64624,0.295,74,Rising
2022-02,2022,Q1,Rauw Alejandro,Latin,France,Europe,5407878,3352884,2054994,30.06,4915.13,4945.19,365549,122599,0.311,100,Stable
2022-02,2022,Q1,Coldplay,Rock,France,Europe,1159645,718979,440666,7.2,967.8,975.0,25515,28466,0.278,100,Stable
2022-02,2022,Q1,Stray Kids,K-Pop,France,Europe,502474,311533,190941,3.55,518.17,521.72,13596,19892,0.166,85,Declining
2022-02,2022,Q1,Miley Cyrus,Pop,France,Europe,4654596,2885849,1768747,30.28,4013.89,4044.17,139439,210746,0.195,100,Stable
2022-02,2022,Q1,Burna Boy,Afrobeats,Ireland,Europe,1216343,778459,437884,6.83,463.6,470.43,84386,22368,0.182,82,Rising
2022-02,2022,Q1,Nicki Minaj,Hip-Hop,Ireland,Europe,6253374,4002159,2251215,43.81,4686.1,4729.91,391552,141163,0.207,100,Stable
2022-02,2022,Q1,Harry Styles,Pop,Ireland,Europe,7141271,4570413,2570858,42.29,6783.24,6825.53,519808,221503,0.146,100,Stable
2022-02,2022,Q1,Twenty One Pilots,Rock,Ireland,Europe,2911387,1863287,1048100,17.16,1345.7,1362.86,119007,81559,0.282,100,Stable
2022-02,2022,Q1,Arctic Monkeys,Rock,Ireland,Europe,9837356,6295907,3541449,68.67,9517.55,9586.22,346653,110617,0.28,100,Rising
2022-02,2022,Q1,H.E.R.,R&B,Ireland,Europe,1886893,1207611,679282,12.72,906.34,919.06,111924,93721,0.1,67,Rising
2022-02,2022,Q1,Tyla,Afrobeats,Ireland,Europe,1258163,805224,452939,8.07,729.51,737.58,41215,14251,0.162,84,Rising
2022-02,2022,Q1,Fred Again..,Electronic,Ireland,Europe,1553766,994410,559356,9.14,1462.6,1471.74,36584,71401,0.256,100,Declining
2022-02,2022,Q1,Martin Garrix,Electronic,Ireland,Europe,3072115,1966153,1105962,17.35,2094.81,2112.16,146298,136962,0.228,100,Rising
2022-02,2022,Q1,Blackpink,K-Pop,Spain,Europe,2919670,1605818,1313852,15.94,1361.15,1377.09,132222,32370,0.341,87,Rising
2022-02,2022,Q1,Newjeans,K-Pop,Spain,Europe,760034,418018,342016,4.69,857.75,862.44,51906,8147,0.34,72,Stable
2022-02,2022,Q1,Aespa,K-Pop,Spain,Europe,1657316,911523,745793,9.2,1693.08,1702.28,77878,31054,0.112,61,Rising
2022-02,2022,Q1,Drake,Hip-Hop,Spain,Europe,1701749,935961,765788,7.98,1483.74,1491.72,64795,57747,0.16,84,Stable
2022-02,2022,Q1,Harry Styles,Pop,Spain,Europe,5923212,3257766,2665446,28.29,7341.91,7370.2,430236,137515,0.172,100,Stable
2022-02,2022,Q1,Giveon,R&B,Spain,Europe,635321,349426,285895,3.22,740.23,743.45,14028,21163,0.349,100,Rising
2022-02,2022,Q1,Billie Eilish,Pop,Spain,Europe,2549337,1402135,1147202,12.97,1652.49,1665.46,125688,100705,0.222,100,Declining
2022-02,2022,Q1,Kendrick Lamar,Hip-Hop,Spain,Europe,2310032,1270517,1039515,14.14,2228.25,2242.39,117919,62872,0.166,100,Rising
2022-02,2022,Q1,Olivia Rodrigo,Pop,Spain,Europe,4590627,2524844,2065783,24.02,2746.77,2770.79,138797,220002,0.2,100,Rising
2022-02,2022,Q1,Paramore,Rock,Spain,Europe,7692136,4230674,3461462,42.42,4183.0,4225.42,331305,226969,0.256,100,Stable
2022-02,2022,Q1,Calvin Harris,Electronic,Spain,Europe,6144486,3379467,2765019,38.66,4252.37,4291.03,272927,280552,0.081,100,Rising
2022-02,2022,Q1,21 Savage,Hip-Hop,Spain,Europe,1093254,601289,491965,5.36,764.33,769.69,85593,25422,0.21,75,Declining
2022-02,2022,Q1,Ariana Grande,Pop,Italy,Europe,6006634,3123449,2883185,30.96,6290.35,6321.31,313669,265285,0.093,100,Stable
2022-02,2022,Q1,Imagine Dragons,Rock,Italy,Europe,1177716,612412,565304,6.25,1144.93,1151.18,44293,55670,0.187,100,Stable
2022-02,2022,Q1,21 Savage,Hip-Hop,Italy,Europe,3654179,1900173,1754006,19.16,4840.57,4859.73,199104,40878,0.262,72,Declining
2022-02,2022,Q1,Twenty One Pilots,Rock,Italy,Europe,3051423,1586739,1464684,14.26,2606.76,2621.02,194655,138199,0.261,100,Stable
2022-02,2022,Q1,Paramore,Rock,Italy,Europe,6613665,3439105,3174560,36.61,9231.83,9268.44,418536,294408,0.081,100,Stable
2022-02,2022,Q1,Dua Lipa,Pop,Italy,Europe,7256455,3773356,3483099,38.87,8266.02,8304.89,194975,183976,0.203,100,Rising
2022-02,2022,Q1,Calvin Harris,Electronic,Italy,Europe,285444,148430,137014,1.5,383.73,385.23,12632,6520,0.282,100,Rising
2022-02,2022,Q1,Billie Eilish,Pop,Italy,Europe,8493932,4416844,4077088,49.26,8958.93,9008.19,425794,132121,0.111,100,Declining
2022-02,2022,Q1,Karol G,Latin,Italy,Europe,1169330,608051,561279,5.38,1574.34,1579.72,28048,36668,0.118,66,Rising
2022-02,2022,Q1,Frank Ocean,R&B,Italy,Europe,866982,450830,416152,4.43,486.39,490.82,38114,40232,0.298,74,Rising
2022-02,2022,Q1,Giveon,R&B,Italy,Europe,2493129,1296427,1196702,13.54,3220.57,3234.11,153451,67806,0.262,89,Rising
2022-02,2022,Q1,Tyla,Afrobeats,United States,Americas,3831569,2222310,1609259,24.03,4178.86,4202.89,265701,169748,0.327,80,Rising
2022-02,2022,Q1,J. Cole,Hip-Hop,United States,Americas,3952393,2292387,1660006,21.51,2888.58,2910.09,85550,101651,0.222,100,Stable
2022-02,2022,Q1,Nicki Minaj,Hip-Hop,United States,Americas,6390962,3706757,2684205,36.37,7462.61,7498.98,260448,103395,0.087,100,Stable
2022-02,2022,Q1,Fred Again..,Electronic,United States,Americas,835346,484500,350846,4.64,638.28,642.92,32305,30978,0.244,52,Declining
2022-02,2022,Q1,Brent Faiyaz,R&B,United States,Americas,1665166,965796,699370,10.47,1662.09,1672.56,47345,48995,0.087,100,Rising
2022-02,2022,Q1,21 Savage,Hip-Hop,United States,Americas,7092151,4113447,2978704,39.77,4222.99,4262.76,535728,188410,0.187,100,Declining
2022-02,2022,Q1,Giveon,R&B,United States,Americas,9811381,5690600,4120781,58.59,11538.87,11597.46,264596,473269,0.165,100,Rising
2022-02,2022,Q1,J Balvin,Latin,United States,Americas,7304487,4236602,3067885,47.19,3609.07,3656.26,412065,117334,0.088,100,Rising
2022-02,2022,Q1,Ed Sheeran,Pop,United States,Americas,12271660,7117562,5154098,70.11,10861.86,10931.97,644290,496708,0.305,100,Rising
2022-02,2022,Q1,Wizkid,Afrobeats,United States,Americas,5479682,3178215,2301467,37.12,3116.97,3154.09,276432,203271,0.143,100,Rising
2022-02,2022,Q1,Bts,K-Pop,United States,Americas,1750222,1015128,735094,11.43,939.74,951.17,81634,61344,0.212,76,Stable
2022-02,2022,Q1,Sza,R&B,United States,Americas,8315164,4822795,3492369,49.83,5768.16,5817.99,561700,236631,0.277,100,Stable
2022-02,2022,Q1,Taylor Swift,Pop,Brazil,Americas,1790798,680503,1110295,3.81,1404.24,1408.05,99534,60824,0.175,100,Stable
2022-02,2022,Q1,Bts,K-Pop,Brazil,Americas,3476525,1321079,2155446,6.69,2404.36,2411.05,211530,99676,0.089,76,Stable
2022-02,2022,Q1,Calvin Harris,Electronic,Brazil,Americas,1433397,544690,888707,3.11,1747.92,1751.03,102936,48089,0.181,59,Rising
2022-02,2022,Q1,Imagine Dragons,Rock,Brazil,Americas,1216847,462401,754446,2.27,1668.47,1670.74,91414,29801,0.276,100,Stable
2022-02,2022,Q1,The Weeknd,R&B/Pop,Brazil,Americas,1064660,404570,660090,2.22,1669.4,1671.62,57930,51361,0.134,83,Rising
2022-02,2022,Q1,Olivia Rodrigo,Pop,Brazil,Americas,10782012,4097164,6684848,21.3,10674.83,10696.13,371148,242336,0.149,100,Rising
2022-02,2022,Q1,Arctic Monkeys,Rock,Brazil,Americas,904214,343601,560613,1.93,582.05,583.98,43954,33916,0.275,100,Rising
2022-02,2022,Q1,Nicki Minaj,Hip-Hop,Brazil,Americas,14804164,5625582,9178582,29.29,24227.74,24257.03,592232,582130,0.223,100,Stable
2022-02,2022,Q1,J. Cole,Hip-Hop,Mexico,Americas,11476345,4016720,7459625,16.88,19819.77,19836.65,432396,121334,0.279,100,Stable
2022-02,2022,Q1,Ed Sheeran,Pop,Mexico,Americas,5610859,1963800,3647059,6.67,10482.31,10488.98,388920,237717,0.319,100,Rising
2022-02,2022,Q1,Asake,Afrobeats,Mexico,Americas,3759193,1315717,2443476,5.23,2822.94,2828.17,167105,98807,0.098,52,Rising
2022-02,2022,Q1,Olivia Rodrigo,Pop,Mexico,Americas,9724542,3403589,6320953,13.89,15141.92,15155.81,198043,136509,0.315,100,Rising
2022-02,2022,Q1,21 Savage,Hip-Hop,Mexico,Americas,4861060,1701371,3159689,7.39,7628.04,7635.43,111870,62785,0.189,100,Declining
2022-02,2022,Q1,Rema,Afrobeats,Mexico,Americas,4015615,1405465,2610150,6.33,4724.91,4731.24,298627,91796,0.209,68,Rising
2022-02,2022,Q1,Burna Boy,Afrobeats,Mexico,Americas,3774884,1321209,2453675,4.53,3506.93,3511.46,169746,152446,0.131,80,Rising
2022-02,2022,Q1,Drake,Hip-Hop,Mexico,Americas,3267717,1143700,2124017,4.73,2428.92,2433.65,199190,64299,0.273,100,Stable
2022-02,2022,Q1,Peso Pluma,Latin,Mexico,Americas,10427052,3649468,6777584,12.9,19204.85,19217.75,659399,271706,0.123,100,Rising
2022-02,2022,Q1,Arctic Monkeys,Rock,Mexico,Americas,893403,312691,580712,1.08,1450.21,1451.29,34892,8938,0.218,100,Rising
2022-02,2022,Q1,Wizkid,Afrobeats,Mexico,Americas,2304380,806533,1497847,2.8,4012.25,4015.05,46615,45794,0.28,91,Rising
2022-02,2022,Q1,Aespa,K-Pop,Mexico,Americas,446888,156410,290478,0.58,780.06,780.64,17339,18571,0.321,65,Rising
2022-02,2022,Q1,Fred Again..,Electronic,Colombia,Americas,2116104,634831,1481273,2.51,3481.41,3483.92,57053,24740,0.232,59,Declining
2022-02,2022,Q1,Coldplay,Rock,Colombia,Americas,751791,225537,526254,0.67,701.97,702.64,47199,27557,0.341,91,Stable
2022-02,2022,Q1,Wizkid,Afrobeats,Colombia,Americas,4056911,1217073,2839838,4.81,4367.49,4372.3,196859,143507,0.35,89,Rising
2022-02,2022,Q1,Brent Faiyaz,R&B,Colombia,Americas,4577782,1373334,3204448,4.79,5977.76,5982.55,217270,84026,0.18,100,Rising
2022-02,2022,Q1,The Weeknd,R&B/Pop,Colombia,Americas,4527010,1358103,3168907,4.62,8379.73,8384.35,321512,83658,0.257,89,Rising
2022-02,2022,Q1,Ed Sheeran,Pop,Colombia,Americas,6987384,2096215,4891169,7.71,10836.41,10844.12,263550,108053,0.256,100,Rising
2022-02,2022,Q1,J. Cole,Hip-Hop,Colombia,Americas,6790261,2037078,4753183,6.15,11238.37,11244.52,326538,225212,0.103,100,Stable
2022-02,2022,Q1,Ariana Grande,Pop,Colombia,Americas,1564992,469497,1095495,1.45,2225.74,2227.19,56426,67950,0.084,100,Stable
2022-02,2022,Q1,Brent Faiyaz,R&B,Nigeria,Africa,1621653,291897,1329756,0.77,2429.84,2430.61,80388,42441,0.223,100,Rising
2022-02,2022,Q1,Coldplay,Rock,Nigeria,Africa,476458,85762,390696,0.29,423.25,423.54,20896,19292,0.203,46,Stable
2022-02,2022,Q1,Miley Cyrus,Pop,Nigeria,Africa,2343403,421812,1921591,1.44,2404.1,2405.54,49250,95625,0.298,80,Stable
2022-02,2022,Q1,Lil Baby,Hip-Hop,Nigeria,Africa,362017,65163,296854,0.18,755.87,756.05,18490,8660,0.18,94,Declining
2022-02,2022,Q1,Burna Boy,Afrobeats,Nigeria,Africa,5774310,1039375,4734935,3.55,12756.49,12760.04,123660,265285,0.291,100,Rising
2022-02,2022,Q1,Paramore,Rock,Nigeria,Africa,1573485,283227,1290258,0.76,3611.32,3612.08,98512,74732,0.243,70,Stable
2022-02,2022,Q1,Nicki Minaj,Hip-Hop,Nigeria,Africa,1584288,285171,1299117,0.87,3871.91,3872.78,54419,49476,0.256,100,Stable
2022-02,2022,Q1,Davido,Afrobeats,Nigeria,Africa,7238176,1302871,5935305,3.74,8610.72,8614.46,229811,113148,0.248,100,Rising
2022-02,2022,Q1,Sza,R&B,South Africa,Africa,2697327,755251,1942076,3.45,3990.05,3993.5,200641,44654,0.254,100,Stable
2022-02,2022,Q1,Martin Garrix,Electronic,South Africa,Africa,1621060,453896,1167164,1.7,2264.27,2265.97,118999,62100,0.097,85,Rising
2022-02,2022,Q1,J. Cole,Hip-Hop,South Africa,Africa,417381,116866,300515,0.43,327.3,327.73,18756,9214,0.285,100,Stable
2022-02,2022,Q1,Newjeans,K-Pop,South Africa,Africa,1189118,332953,856165,1.16,1326.55,1327.71,81356,33755,0.228,71,Stable
2022-02,2022,Q1,Stray Kids,K-Pop,South Africa,Africa,758917,212496,546421,0.84,1527.44,1528.28,45884,11748,0.349,77,Declining
2022-02,2022,Q1,H.E.R.,R&B,South Africa,Africa,2998214,839499,2158715,2.96,4906.93,4909.89,149593,78753,0.337,100,Rising
2022-02,2022,Q1,Harry Styles,Pop,South Africa,Africa,2534358,709620,1824738,3.19,2467.39,2470.58,83221,26664,0.084,100,Stable
2022-02,2022,Q1,Billie Eilish,Pop,South Africa,Africa,2366441,662603,1703838,3.0,4975.67,4978.67,121369,116174,0.284,97,Declining
2022-02,2022,Q1,Rauw Alejandro,Latin,South Africa,Africa,1690338,473294,1217044,1.78,1781.85,1783.63,80281,69733,0.339,78,Stable
2022-02,2022,Q1,Dua Lipa,Pop,Kenya,Africa,2200975,330146,1870829,0.7,1904.65,1905.35,91168,103550,0.142,100,Rising
2022-02,2022,Q1,Taylor Swift,Pop,Kenya,Africa,1978269,296740,1681529,0.67,3412.44,3413.11,135504,39867,0.146,100,Stable
2022-02,2022,Q1,Davido,Afrobeats,Kenya,Africa,5815369,872305,4943064,1.92,7799.02,7800.94,255121,272050,0.348,100,Rising
2022-02,2022,Q1,Ed Sheeran,Pop,Kenya,Africa,2923289,438493,2484796,1.14,2935.65,2936.79,64186,35980,0.2,100,Rising
2022-02,2022,Q1,Martin Garrix,Electronic,Kenya,Africa,988037,148205,839832,0.34,1787.29,1787.63,41018,35831,0.145,85,Rising
2022-02,2022,Q1,J. Cole,Hip-Hop,Kenya,Africa,1608279,241241,1367038,0.52,3663.16,3663.68,104709,30794,0.338,100,Stable
2022-02,2022,Q1,Drake,Hip-Hop,Kenya,Africa,1515571,227335,1288236,0.64,2786.77,2787.41,70014,50322,0.22,100,Stable
2022-02,2022,Q1,Peso Pluma,Latin,Kenya,Africa,1289569,193435,1096134,0.47,3077.41,3077.88,91238,33577,0.286,65,Rising
2022-02,2022,Q1,Coldplay,Rock,Kenya,Africa,1336948,200542,1136406,0.46,2479.93,2480.39,41670,31100,0.311,54,Stable
2022-02,2022,Q1,Rauw Alejandro,Latin,Kenya,Africa,1796236,269435,1526801,0.63,4212.43,4213.06,85501,24791,0.303,61,Stable
2022-02,2022,Q1,Taylor Swift,Pop,Ghana,Africa,2670815,373914,2296901,0.93,5304.24,5305.17,77709,120281,0.226,100,Stable
2022-02,2022,Q1,Ariana Grande,Pop,Ghana,Africa,1947094,272593,1674501,0.6,3505.4,3506.0,101095,65455,0.097,99,Stable
2022-02,2022,Q1,Olivia Rodrigo,Pop,Ghana,Africa,1389841,194577,1195264,0.41,1922.46,1922.87,53142,26708,0.08,96,Rising
